name,accuracy,auc,logloss,annotator_time,abstract_planner_time,logical_planner_time,workflow_builder_time,translator_time,execution_time,plan
Adaboostclassifier Component 0,0.4609164420485175,0.8853875219986447,2.2921352467839196,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,5.580198499839753,"['component-csv_reader_component', 'component-data_partition_component', 'component-adaboostclassifier_component', 'component-adaboostclassifier_applier_component', 'component-data_writer_component']"
Baggingclassifier Component 0,0.9568733153638814,0.9994484567604756,0.24886118245082198,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.74720670003444,"['component-csv_reader_component', 'component-data_partition_component', 'component-baggingclassifier_component', 'component-baggingclassifier_applier_component', 'component-data_writer_component']"
Bernoullinb Component 0,0.3045822102425876,0.5172740345209492,1.7543683005941786,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.660110400058329,"['component-csv_reader_component', 'component-data_partition_component', 'component-binarizer_component', 'component-bernoullinb_component', 'component-binarizer_applier_component', 'component-bernoullinb_applier_component', 'component-data_writer_component']"
Bernoullinb Component 1,0.6307277628032345,0.9665256976171455,2.5705992676376774,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.599085699999705,"['component-csv_reader_component', 'component-data_partition_component', 'component-onehotencoder_component', 'component-bernoullinb_component', 'component-onehotencoder_applier_component', 'component-bernoullinb_applier_component', 'component-data_writer_component']"
Bernoullinb Component 2,-1,-1,-1,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.5670330999419093,"['component-csv_reader_component', 'component-data_partition_component', 'component-randomtreesembedding_component', 'component-bernoullinb_component', 'component-randomtreesembedding_applier_component', 'component-bernoullinb_applier_component', 'component-data_writer_component']"
Calibratedclassifiercv Component 0,0.6199460916442049,0.8877480890006169,1.1507549979132994,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.780801200075075,"['component-csv_reader_component', 'component-data_partition_component', 'component-calibratedclassifiercv_component', 'component-calibratedclassifiercv_applier_component', 'component-data_writer_component']"
Categoricalnb Component 0,-1,-1,-1,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.6111310000997037,"['component-csv_reader_component', 'component-data_partition_component', 'component-kbinsdiscretizer_component', 'component-categoricalnb_component', 'component-kbinsdiscretizer_applier_component', 'component-categoricalnb_applier_component', 'component-data_writer_component']"
Complementnb Component 0,0.5175202156334232,0.8845501451676446,2.287979023636085,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,2.9487079000100493,"['component-csv_reader_component', 'component-data_partition_component', 'component-complementnb_component', 'component-complementnb_applier_component', 'component-data_writer_component']"
Decisiontreeclassifier Component 0,1.0,1.0,2.220446049250313e-16,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.2363983001559973,"['component-csv_reader_component', 'component-data_partition_component', 'component-decisiontreeclassifier_component', 'component-decisiontreeclassifier_applier_component', 'component-data_writer_component']"
Dummyclassifier Component 0,0.33153638814016173,0.5,1.721201179915522,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.030543399974704,"['component-csv_reader_component', 'component-data_partition_component', 'component-dummyclassifier_component', 'component-dummyclassifier_applier_component', 'component-data_writer_component']"
Extratreeclassifier Component 0,1.0,1.0,2.220446049250313e-16,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.1761058000847697,"['component-csv_reader_component', 'component-data_partition_component', 'component-extratreeclassifier_component', 'component-extratreeclassifier_applier_component', 'component-data_writer_component']"
Extratreesclassifier Component 0,1.0,1.0,2.220446049250313e-16,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.457201300188899,"['component-csv_reader_component', 'component-data_partition_component', 'component-extratreesclassifier_component', 'component-extratreesclassifier_applier_component', 'component-data_writer_component']"
Gaussiannb Component 0,0.5633423180592992,0.9129622689151663,2.3548269391995413,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,3.0435118000023067,"['component-csv_reader_component', 'component-data_partition_component', 'component-gaussiannb_component', 'component-gaussiannb_applier_component', 'component-data_writer_component']"
Gaussianprocessclassifier Component 0,0.4716981132075472,0.8636690073106702,1.358745139103357,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.985529100056738,"['component-csv_reader_component', 'component-data_partition_component', 'component-minmaxscaler_component', 'component-gaussianprocessclassifier_component', 'component-minmaxscaler_applier_component', 'component-gaussianprocessclassifier_applier_component', 'component-data_writer_component']"
Gaussianprocessclassifier Component 1,0.5795148247978437,0.8471720350947802,1.3007423516346515,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,5.055443499935791,"['component-csv_reader_component', 'component-data_partition_component', 'component-quantiletransformer_component', 'component-gaussianprocessclassifier_component', 'component-quantiletransformer_applier_component', 'component-gaussianprocessclassifier_applier_component', 'component-data_writer_component']"
Gaussianprocessclassifier Component 2,0.46630727762803237,0.8476348016082625,1.4139113765432694,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.845351299969479,"['component-csv_reader_component', 'component-data_partition_component', 'component-maxabsscaler_component', 'component-gaussianprocessclassifier_component', 'component-maxabsscaler_applier_component', 'component-gaussianprocessclassifier_applier_component', 'component-data_writer_component']"
Gaussianprocessclassifier Component 3,0.42857142857142855,0.8561567091621305,1.4498869814368713,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.714843299938366,"['component-csv_reader_component', 'component-data_partition_component', 'component-normalizer_component', 'component-gaussianprocessclassifier_component', 'component-normalizer_applier_component', 'component-gaussianprocessclassifier_applier_component', 'component-data_writer_component']"
Gaussianprocessclassifier Component 4,0.692722371967655,0.8795595072532999,1.334557079733111,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.873344599967822,"['component-csv_reader_component', 'component-data_partition_component', 'component-robustscaler_component', 'component-gaussianprocessclassifier_component', 'component-robustscaler_applier_component', 'component-gaussianprocessclassifier_applier_component', 'component-data_writer_component']"
Gradientboostingclassifier Component 0,0.9946091644204852,0.9999555938709033,0.1389276709432705,0.05891480017453432,41.534976799972355,223.99194660014473,117.11771539994515,136.65772360004485,4.714499299880117,"['component-csv_reader_component', 'component-data_partition_component', 'component-gradientboostingclassifier_component', 'component-gradientboostingclassifier_applier_component', 'component-data_writer_component']"
